    ,0                 ,1
3586,肌酶增高原因            ,1
3587,胎儿肠管扩张            ,1
3588,进行性家族型肝内胆汁淤积症     ,1
3589,两系低原因             ,1
3590,肾盂积水              ,1
3591,膝关节               ,1
3592,II度喉梗阻            ,1
3593,右冠状动脉             ,1
3594,家族性HLH            ,1
3595,胆红素升高             ,1
3596,扁桃炎               ,1
3597,肾功损害              ,1
3598,就诊                ,1
3599,拇指内扣              ,1
3600,右上肢活动受限原因         ,1
3601,全心偏大              ,1
3602,中度反流              ,1
3603,神萎                ,1
3604,PDA介入术后半年         ,1
3605,心肌酶增高原因           ,1
3606,背部疼痛              ,1
3607,下颌包块              ,1
3608,头顶包块              ,1
3609,右手软骨瘤             ,1
3610,右腕部腱鞘囊肿           ,1
3611,脐部囊肿              ,1
3612,s                 ,1
3613,母乳成分分析            ,1
3614,出牙迟缓              ,1
3615,肝糖原累积症            ,1
3616,急性胰腺炎             ,1
3617,ALL化疗后骨髓抑制        ,1
3618,轻度肝功受损            ,1
3619,肺部感染后             ,1
3620,轻度主动脉缩窄           ,1
3621,左上眼睑血管瘤           ,1
3622,极低体重儿             ,1
3623,包皮红肿              ,1
3624,毛细血管畸形            ,1
3625,皮肤发黄              ,1
3626,Walker            ,1
3627,室管膜囊肿             ,1
3628,唇腭裂术前检查           ,1
3629,新生儿出血症            ,1
3630,关节肿痛              ,1
3631,右侧髋关节滑膜炎          ,1
3632,甲状舌下囊肿            ,1
3633,垂体柄阻断综合征          ,1
3634,枕部淋巴结肿大           ,1
3635,左侧头顶部血肿机化         ,1
3636,左膝关节蜂窝织炎          ,1
3637,尿少                ,1
3638,肋骨结节              ,1
3639,维生素D正常低水平         ,1
3640,上腹包块              ,1
3641,右侧头颅血肿            ,1
3642,阑尾炎术后半月           ,1
3643,号染色体异常            ,1
3644,冠状动脉瘤形成           ,1
3645,嗜酸性肉芽肿            ,1
3646,心脏致密化不全           ,1
3647,尿道下裂头型            ,1
3648,便末                ,1
3649,胸部上段包块            ,1
3650,卵圆孔自行关闭           ,1
3651,感染性贫血             ,1
3652,左侧输尿管扩张           ,1
3653,右肾盆腔异位肾           ,1
3654,疖                 ,1
3655,附着点多关节炎           ,1
3656,Mccune            ,1
3657,左侧侧脑室增宽咨询         ,1
3658,腔静脉型房间隔缺损         ,1
3659,小便异味              ,1
3660,血管性头痛             ,1
3661,腹股沟淋巴结炎           ,1
3662,生长速度迟缓            ,1
3663,爬楼困难              ,1
3664,高血压心脏病            ,1
3665,轻度肋软骨炎            ,1
3666,号染色体微缺失综合征        ,1
3667,肾性高血压             ,1
3668,原发肉碱缺乏            ,1
3669,换牙延迟              ,1
3670,钙正常值低限            ,1
3671,小破口               ,1
3672,醛固酮增多症            ,1
3673,会阴外伤              ,1
3674,小便量减少             ,1
3675,肌型                ,1
3676,反复急性呼吸道感染         ,1
3677,潜毛窦               ,1
3678,手足脱屑原因            ,1
3679,房室传导阻滞            ,1
3680,变异性哮喘             ,1
3681,慢性增殖体炎            ,1
3682,右冠状动脉右心室瘘         ,1
3683,左侧肌性斜颈            ,1
3684,PDA介入封堵术后         ,1
3685,腹膜后占位             ,1
3686,阴茎包块              ,1
3687,精神差               ,1
3688,病毒性心肌炎            ,1
3689,夜间多汗              ,1
3690,萌芽延迟              ,1
3691,早产儿脑病             ,1
3692,重度肺动脉高压介入术后       ,1
3693,左膝关节蜂窝组织炎         ,1
3694,特发性脱发             ,1
3695,血管迷走性昏厥           ,1
3696,口腔炎混合感染           ,1
3697,要求开母乳证明           ,1
3698,反复双膝关节肿胀          ,1
3699,尿滴沥               ,1
3700,全身型               ,1
3701,病毒性脑膜炎            ,1
3702,左颌下淋巴结长大          ,1
3703,发作性双下肢乏力          ,1
3704,左脚活动较差            ,1
3705,神差                ,1
3706,慢性结膜炎             ,1
3707,口角疱疹              ,1
3708,右侧腋窝淋巴结炎          ,1
3709,右侧颌下淋巴结炎          ,1
3710,胎儿半椎体畸形           ,1
3711,血小板降低             ,1
3712,白血病待排             ,1
3713,自身免疫性脑炎待排除        ,1
3714,Ⅲ级颅内出血            ,1
3715,婴儿排便延迟            ,1
3716,间断发作精神障碍          ,1
3717,继发性隐睾             ,1
3718,白质脑病              ,1
3719,胆红素高原因            ,1
3720,疾病痊愈              ,1
3721,颈部淋巴结结核           ,1
3722,左侧异位肾             ,1
3723,继发性癫痫要求开药         ,1
3724,左耳后包块             ,1
3725,早生儿               ,1
3726,牛奶咖啡斑原因           ,1
3727,腹泻开药              ,1
3728,右侧腋下淋巴结炎          ,1
3729,双侧枕部淋巴结长大         ,1
3730,中间型β              ,1
3731,颅内钙化灶             ,1
3732,显微镜下多血管炎          ,1
3733,腹股沟疼痛             ,1
3734,游走性关节疼痛           ,1
3735,接种卡介苗反应           ,1
3736,双侧脑室稍大            ,1
3737,肾盂分离              ,1
3738,大动脉转位             ,1
3739,双侧肘关节悬前受限         ,1
3740,接触性皮炎             ,1
3741,巨结肠类源性疾病          ,1
3742,腰背痛               ,1
3743,部分型肺静脉异位引流        ,1
3744,扩张型心肌病            ,1
3745,睾丸肿瘤化疗后           ,1
3746,枕部皮肤脓肿            ,1
3747,轻度脑萎缩             ,1
3748,尿盐结晶              ,1
3749,左足皮肤脓肿            ,1
3750,先天性纯红再障           ,1
3751,踝关节               ,1
3752,心肌疾病              ,1
3753,食管反流病             ,1
3754,胆固醇增高             ,1
3755,皮脂腺管堵塞            ,1
3756,补钙                ,1
3757,口角歪斜              ,1
3758,眼角膜白斑             ,1
3759,乳房硬结              ,1
3760,喂养不耐受             ,1
3761,钙低                ,1
3762,高β受体综合征           ,1
3763,PD异常              ,1
3764,血尿上感              ,1
3765,高热                ,1
3766,黑便                ,1
3767,房间隔膨胀瘤形成          ,1
3768,肝脏不均匀长大           ,1
3769,浮肿                ,1
3770,唇周炎               ,1
3771,流涎原因              ,1
3772,左耳后皮脂腺囊肿          ,1
3773,因子依赖缺乏症           ,1
3774,胎儿房早              ,1
3775,右室肥厚              ,1
3776,左下肢皮肤色素脱失         ,1
3777,轻型杂合子             ,1
3778,肝功能损伤             ,1
3779,右乳实性占位            ,1
3780,反复喘息性支气管炎         ,1
3781,CMV肝炎             ,1
3782,aGVHD             ,1
3783,单侧肥大              ,1
3784,自愈                ,1
3785,高度阻               ,1
3786,耳道湿疹              ,1
3787,脑白质营养不良           ,1
3788,甲基丙二酸血症           ,1
3789,左耳前赘生物            ,1
3790,红色斑疹              ,1
3791,硬纤维瘤              ,1
3792,右前臂血管瘤            ,1
3793,过敏性紫癜复查           ,1
3794,CPP治疗后            ,1
3795,肺含铁血红素沉着症         ,1
3796,高钾血症              ,1
3797,已停药               ,1
3798,颌下淋巴结长大原因         ,1
3799,右侧头顶部头发白色         ,1
3800,生长增速缓慢            ,1
3801,先天性血管瘤            ,1
3802,语言发育稍落后           ,1
3803,阴囊湿疹              ,1
3804,凝血时间延长            ,1
3805,头皮感染              ,1
3806,右侧头颅包块            ,1
3807,枕部帽状腱膜下囊肿         ,1
3808,慢性病毒性肝炎           ,1
3809,血象三系减低            ,1
3810,气管异物术后            ,1
3811,石骨症               ,1
3812,VC不足              ,1
3813,杂音                ,1
3814,ABO溶血             ,1
3815,不除外心肌致密化不全        ,1
3816,单心房               ,1
3817,包皮埋藏              ,1
3818,CMV血症             ,1
3819,色素尿               ,1
3820,体重偏低              ,1
3821,大田园综合症            ,1
3822,川崎病冠状动脉稍扩张        ,1
3823,运动后心动过速           ,1
3824,继发性               ,1
3825,包皮稍长              ,1
3826,头顶部凹陷             ,1
3827,多哈                ,1
3828,肺动脉瓣球囊扩张术后        ,1
3829,左侧颈背淋巴水囊瘤         ,1
3830,体液免疫低下            ,1
3831,热惊综合征             ,1
3832,化脓性               ,1
3833,体重增速差             ,1
3834,皮肤综合征             ,1
3835,a                 ,1
3836,膝外翻               ,1
3837,家长大便常规结果咨询        ,1
3838,疫苗接种反应            ,1
3839,食欲不良              ,1
3840,右乳头囊肿             ,1
3841,淋巴结增生             ,1
3842,乳腺发育不良            ,1
3843,今日不来就诊            ,1
3844,血锌增高              ,1
3845,供者                ,1
3846,垂体机能低下            ,1
3847,左髋关节半脱位           ,1
3848,部分性癫痫             ,1
3849,额部外伤后包块           ,1
3850,双侧肾积水             ,1
3851,右枕后包块             ,1
3852,完全性右束支传导阻滞        ,1
3853,隐匿阴茎术后            ,1
3854,乙脑                ,1
3855,溃疡口腔炎             ,1
3856,右旋心               ,1
3857,面瘫原因              ,1
3858,精氨酸血症             ,1
3859,婴幼儿喘息             ,1
3860,睾丸微石征             ,1
3861,轻度肝损伤             ,1
3862,房间隔缺损介入封堵术后半年     ,1
3863,右侧髋关节发育不良         ,1
3864,轻度β地中海贫血          ,1
3865,排大便延迟             ,1
3866,鼻腔糜烂              ,1
3867,慢性咽峡炎             ,1
3868,左面部蜂窝组织炎          ,1
3869,皮肤咖啡牛奶斑           ,1
3870,脑白质脱髓鞘病变          ,1
3871,狭颅症               ,1
3872,生理性腹泻             ,1
3873,半椎体畸形             ,1
3874,双手握拳疼痛            ,1
3875,胸前区不适             ,1
3876,皮肤糜烂              ,1
3877,左上臂皮肤发红           ,1
3878,重症手足口病            ,1
3879,梅克尔憩室             ,1
3880,化疗                ,1
3881,乳房增大              ,1
3882,打嗝                ,1
3883,左侧胸前皮下结节          ,1
3884,右膝关节屈曲畸形          ,1
3885,胎儿双侧室管膜囊肿         ,1
3886,小细胞低色素贫血原因待排      ,1
3887,扁桃体角化症            ,1
3888,入园体检              ,1
3889,脊髓占位性病变           ,1
3890,小时结果观察阴性          ,1
3891,要求开单              ,1
3892,高坠伤               ,1
3893,水平肝               ,1
3894,下肢肌张力低            ,1
3895,尿道口下裂             ,1
3896,下肢瘫原因             ,1
3897,化脓性脑膜炎            ,1
3898,αβ杂合子             ,1
3899,尿频原因              ,1
3900,左肩胛部淋巴管瘤          ,1
3901,部分隐匿阴茎            ,1
3902,包皮术后咨询            ,1
3903,先心病介入术后           ,1
3904,左上眼睑下垂            ,1
3905,胆汁性肝硬化            ,1
3906,双下肢不等大            ,1
3907,大田原综合征            ,1
3908,髓鞘化延迟             ,1
3909,颈部淋巴结反应性长大        ,1
3910,外阴摩擦综合症           ,1
3911,左心室增大             ,1
3912,睾丸扭转              ,1
3913,肛周红肿              ,1
3914,多器官功能受损           ,1
3915,CAH               ,1
3916,右耳廓包块             ,1
3917,早产儿双胎之小           ,1
3918,自身免疫溶血性贫血         ,1
3919,大头                ,1
3920,类百日咳综合症           ,1
3921,颈背部疼痛             ,1
3922,小儿鼾症              ,1
3923,膜周向流出道延伸          ,1
3924,左心房室长大            ,1
3925,鼻后滴流重度            ,1
3926,CKD               ,1
3927,要求处理              ,1
3928,外周神经鞘膜瘤           ,1
3929,血小板增多             ,1
3930,前囟稍大              ,1
3931,球杆菌比例倒置           ,1
3932,运动型哮喘             ,1
3933,脓性肉芽肿             ,1
3934,脐尿管               ,1
3935,先天愚型              ,1
3936,反复溃疡              ,1
3937,肛周囊肿引流术后          ,1
3938,蚕豆病               ,1
3939,中下腹疼痛             ,1
3940,左足背蜂窝织炎           ,1
3941,静止型               ,1
3942,右上眼睑浮肿            ,1
3943,复发性溃疡             ,1
3944,缺乏症               ,1
3945,左手缩窄性腱鞘炎          ,1
3946,手抖原因              ,1
3947,乳腺发育              ,1
3948,小便粉色原因            ,1
3949,咽敏                ,1
3950,阑尾切除修补术后          ,1
3951,乳头旁结节             ,1
3952,运动发体育落后           ,1
3953,心律失常窦性心动过缓        ,1
3954,房性早博              ,1
3955,双下肢水肿             ,1
3956,氨基酸降低原因待查         ,1
3957,急性混合细胞白血病         ,1
3958,饶虫                ,1
3959,皮疣                ,1
3960,语言障碍              ,1
3961,CVA复诊             ,1
3962,扩张性心肌病            ,1
3963,右前额外伤             ,1
3964,对立违抗              ,1
3965,脉络丛乳头状瘤           ,1
3966,间质性肺病             ,1
3967,急性喘息性支气管炎         ,1
3968,右侧附睾头囊肿           ,1
3969,枕后毛细血管扩张          ,1
3970,左上臂接种卡介苗局部反应      ,1
3971,胆汁淤积术后            ,1
3972,陶                 ,1
3973,脑积水术后             ,1
3974,抽搐原因              ,1
3975,骨龄超前              ,1
3976,血铅高               ,1
3977,肛门括约肌松弛           ,1
3978,气道异物              ,1
3979,室间隔缺损要求开检查        ,1
3980,头皮白点原因            ,1
3981,霉菌感染              ,1
3982,肺动脉瓣局限性反流         ,1
3983,尿道口囊肿切除术后         ,1
3984,骨髓增殖疾病            ,1
3985,脓疱性疹              ,1
3986,周胎儿心脏             ,1
3987,右侧面部血管瘤           ,1
3988,色素脱失              ,1
3989,急性外耳道炎            ,1
3990,渗血                ,1
3991,要求开母乳喂养证明         ,1
3992,LBL               ,1
3993,全麻拔牙前             ,1
3994,癫痫要求开药            ,1
3995,腹股沟疝术后复查          ,1
3996,少汗                ,1
3997,右侧乳腺长大原因待查        ,1
3998,围产期脑损伤            ,1
3999,胃窦糜烂              ,1
4000,皮肤化脓感染            ,1
4001,热性绝惊厥             ,1
4002,食欲下降              ,1
4003,红细胞增多症            ,1
4004,新生儿呼吸衰竭           ,1
4005,鼻腔内肿原因            ,1
4006,爱挣                ,1
4007,发作性气紧             ,1
4008,胸骨后疼痛             ,1
4009,复杂型热性惊厥           ,1
4010,左房室长大原因           ,1
4011,甲状腺肿大             ,1
4012,隐形脊椎裂             ,1
4013,右中肺肺炎             ,1
4014,左侧鼻前庭血管瘤          ,1
4015,结直肠息肉             ,1
4016,第五腮瘘              ,1
4017,肠道感染              ,1
4018,快进展型青春发育          ,1
4019,腹股沟脓肿             ,1
4020,左侧肘部淋巴管瘤          ,1
4021,周期性呕吐             ,1
4022,高间接胆红素血症          ,1
4023,血管内壁细胞瘤           ,1
4024,脑外伤后脑功能障碍         ,1
4025,指甲脱落原因            ,1
4026,肠道病毒感染            ,1
4027,银屑病               ,1
4028,先髋待排              ,1
4029,步态异常原因待排          ,1
4030,右侧精索鞘膜积液          ,1
4031,鸡蛋过敏              ,1
4032,皮疹感染              ,1
4033,皮诺氏综合症            ,1
4034,变异性咳嗽             ,1
4035,已建议肾脏科            ,1
4036,左乳头出血             ,1
4037,视力异常              ,1
4038,左侧腰部血管瘤           ,1
4039,左侧疝气              ,1
4040,HP可疑阳性            ,1
4041,前囟张力增高            ,1
4042,幼儿急诊              ,1
4043,促纤维增生症            ,1
4044,软组织腺泡状肉瘤          ,1
4045,左上臂脓肿             ,1
4046,皮肤多发血肿            ,1
4047,脑功能异常             ,1
4048,Alport综合征         ,1
4049,腹部不适原因            ,1
4050,新生儿化脑             ,1
4051,体肺侧枝循环            ,1
4052,二叶式主动脉瓣狭窄         ,1
4053,免疫功能下降            ,1
4054,HIE后遗症            ,1
4055,疝气术前              ,1
4056,指甲异常              ,1
4057,交界性心动过速           ,1
4058,外院                ,1
4059,内膜外血肿             ,1
4060,反复喉炎              ,1
4061,脑出血               ,1
4062,喉头水肿              ,1
4063,尿失禁               ,1
4064,要求开血常规            ,1
4065,小睾丸               ,1
4066,颈静脉扩张             ,1
4067,右室瘘               ,1
4068,大便颜色改变原因          ,1
4069,脊柱不能伸直            ,1
4070,左颈淋巴结长大           ,1
4071,右室瘘不能排除           ,1
4072,上感要求开药            ,1
4073,亚临床甲减             ,1
4074,激素敏感              ,1
4075,pandas            ,1
4076,植物神经调节障碍          ,1
4077,入学体检              ,1
4078,皮质层增生             ,1
4079,右足包块              ,1
4080,冠状肺动脉瘘            ,1
4081,特发性血小板减少性紫癜       ,1
4082,车祸伤               ,1
4083,肾积水术后             ,1
4084,早产儿颅内出血           ,1
4085,小便常规异常原因          ,1
4086,电话联系家长            ,1
4087,先天性喉软化            ,1
4088,线粒体脑肌病            ,1
4089,心源性吸大气            ,1
4090,BL                ,1
4091,右侧颈静脉怒张           ,1
4092,胆汁淤积性肝炎           ,1
4093,睡眠鼾症              ,1
4094,左房室长大             ,1
4095,左腹股包块             ,1
4096,链球菌感染后咳嗽          ,1
4097,牛奶蛋白不耐受           ,1
4098,左侧腹股沟皮肤脓肿         ,1
4099,脑炎待排              ,1
4100,左小腿血管瘤            ,1
4101,金黄色葡萄球菌感染         ,1
4102,非特异性FAP           ,1
4103,前囟膨隆原因待排          ,1
4104,胃肠型上感             ,1
4105,周孕                ,1
4106,惊厥原因待查            ,1
4107,川崎病后遗症冠状动脉扩张      ,1
4108,双侧枕部              ,1
4109,囊肿                ,1
4110,结节性多动脉炎           ,1
4111,VSD修补术后残余瘘封堵术后    ,1
4112,GD复发              ,1
4113,右室增大              ,1
4114,怕违约               ,1
4115,皮肤瘀点原因            ,1
4116,鼻孔糜烂              ,1
4117,头皮癣               ,1
4118,胎儿心脏CHD           ,1
4119,尿酸偏高              ,1
4120,颈部钙化上皮瘤           ,1
4121,先心病室缺             ,1
4122,弥漫性纤维性            ,1
4123,腓骨肌萎缩             ,1
4124,神经性               ,1
4125,胃溃疡               ,1
4126,生理性心脏杂音           ,1
4127,口周发绀              ,1
4128,手指包块              ,1
4129,衣原体               ,1
4130,VD正常低水            ,1
4131,再障移植后             ,1
4132,皮肤疱疹原因            ,1
4133,右膝外伤后感染           ,1
4134,右侧腕部腱鞘囊肿          ,1
4135,先天性房间隔缺损术后        ,1
4136,左输尿管扩张            ,1
4137,先天性代谢性疾病          ,1
4138,停药                ,1
4139,热性惊厥史             ,1
4140,二尖瓣               ,1
4141,双侧膈窝囊肿            ,1
4142,变应性鼻炎             ,1
4143,右侧拇指红肿            ,1
4144,已在我院其余医生处就诊       ,1
4145,流感嗜血杆菌            ,1
4146,小三阳               ,1
4147,包皮粘黏              ,1
4148,巴利综合征             ,1
4149,肺动脉高压介入术后         ,1
4150,年龄错误              ,1
4151,出牙迟               ,1
4152,精神分裂症             ,1
4153,口唇糜烂              ,1
4154,家长电话告知昨日已就诊       ,1
4155,小腿冷原因             ,1
4156,额叶癫痫              ,1
4157,下肢乏力              ,1
4158,肛门痒               ,1
4159,大便控制不住            ,1
4160,喘支炎反复发作           ,1
4161,颈淋巴结              ,1
4162,头颅包块              ,1
4163,情绪异常原因            ,1
4164,腋窝淋巴结炎            ,1
4165,间歇性预激综合征          ,1
4166,牙周炎               ,1
4167,吼喘                ,1
4168,侧脑室饱满             ,1
4169,钙缺乏               ,1
4170,新生儿脓疱疹            ,1
4171,HLH复发             ,1
4172,周围神经病             ,1
4173,右足虫咬性皮炎           ,1
4174,PDA介入后            ,1
4175,甲状舌管囊肿            ,1
4176,孤独症谱系障碍           ,1
4177,上腹疼痛              ,1
4178,左上胸前皮肤血管瘤         ,1
4179,ADHD注意力分散型并抽动症    ,1
4180,枕后颈部淋巴结           ,1
4181,腋下包块              ,1
4182,双房稍大              ,1
4183,轮状病毒肠炎            ,1
4184,感染性荨麻疹            ,1
4185,四肢疼痛原因            ,1
4186,膝内翻               ,1
4187,急性T淋巴细胞白血病        ,1
4188,胸廓不对称原因           ,1
4189,右足底包块             ,1
4190,免性溶血性贫血           ,1
4191,肝炎综合征             ,1
4192,颌下腺炎              ,1
4193,肝功能异常复诊           ,1
4194,右下肢外周神经损伤         ,1
4195,右手指端异物感染          ,1
4196,结节性脂膜炎            ,1
4197,进食行为不良            ,1
4198,耳后及枕后淋巴结炎         ,1
4199,体位性心动过速综合征        ,1
4200,吐口水               ,1
4201,脑炎后遗期             ,1
4202,右前臂包块             ,1
4203,陈旧性               ,1
4204,ADHD要求开药          ,1
4205,粘多糖病I型            ,1
4206,双侧精索鞘膜积液          ,1
4207,嗜睡                ,1
4208,骨龄异常              ,1
4209,一过性失明             ,1
4210,血红蛋白E病            ,1
4211,乙肝携带              ,1
4212,结肠炎术后             ,1
4213,皮肤黑色素痣            ,1
4214,未就诊               ,1
4215,型糖尿病              ,1
4216,自体免疫性脑炎           ,1
4217,双手皮肤粗糙            ,1
4218,前庭大腺炎症            ,1
4219,臀部恶性肿瘤            ,1
4220,发绀                ,1
4221,先心外科术后            ,1
4222,右耳后包块             ,1
4223,右侧睾丸偏大            ,1
4224,右膝关节畸形            ,1
4225,单纯性频繁复发           ,1
4226,头偏                ,1
4227,双侧颌下淋巴结炎          ,1
4228,右室双口出             ,1
4229,视网膜术后             ,1
4230,语言运动落后            ,1
4231,凝血因子异常            ,1
4232,病理反射              ,1
4233,腹部血管瘤             ,1
4234,走路不稳              ,1
4235,手足口病重症            ,1
4236,右侧腹壁皮下脂肪增厚        ,1
4237,体综合征              ,1
4238,右侧乳突部包块           ,1
4239,左侧乳腺出血原因          ,1
4240,左手多指术前检查咨询        ,1
4241,神经性血管水肿           ,1
4242,疱疹性咽峡炎感染          ,1
4243,支气管肺炎痊愈           ,1
4244,颌下正中包块            ,1
4245,外周造血干细胞移植术后       ,1
4246,左侧腋下包块            ,1
4247,右侧阴囊大             ,1
4248,家属要求开过敏原检查        ,1
4249,血小板高              ,1
4250,胆囊炎               ,1
4251,误服驱鼠药             ,1
4252,新生儿溶血             ,1
4253,电话通知              ,1
4254,食管溃疡              ,1
4255,生长增速迟缓            ,1
4256,外耳窦道              ,1
4257,家族性低血磷抗D佝偻病       ,1
4258,左膝膑上囊滑膜炎          ,1
4259,皮肤出血点             ,1
4260,过敏性紫癜急性期          ,1
4261,左手腕腱鞘囊肿           ,1
4262,家长电话告知已办理入院       ,1
4263,大腿结节              ,1
4264,左眼结膜炎             ,1
4265,右手食指腱鞘囊肿          ,1
4266,疹粒细胞减少症           ,1
4267,囊性包块              ,1
4268,右手食指骨折后           ,1
4269,重度窒息              ,1
4270,母乳喂养              ,1
4271,双侧DDH             ,1
4272,阻塞性睡眠呼吸障碍         ,1
4273,舌面溃疡              ,1
4274,溶血                ,1
4275,右侧拇指多指畸形          ,1
4276,慢性格林巴利氏综合征        ,1
4277,肾母细胞瘤术后           ,1
4278,慢性颈部淋巴结炎          ,1
4279,左侧胸壁疼痛            ,1
4280,肌力障碍原因待查          ,1
4281,自身免疫学疾病未分化型       ,1
4282,血钙低               ,1
4283,渗出性多型性红斑          ,1
4284,结节性多动脉炎后遗症        ,1
4285,冠状动脉轻度扩张          ,1
4286,四肢抖动              ,1
4287,T淋巴细胞母细胞瘤要求开药     ,1
4288,左侧耳后包块            ,1
4289,头颅外伤后             ,1
4290,免疫缺陷病待排           ,1
4291,斑点                ,1
4292,常用诊断              ,1
4293,病窦综合征             ,1
4294,清嗓子               ,1
4295,食管局部静脉增粗          ,1
4296,右侧背部包块            ,1
4297,双侧双管膜下囊肿          ,1
4298,衣原体感染后            ,1
4299,颈部及颌下淋巴结长大        ,1
4300,单纯性               ,1
4301,心脏彩超结果咨询          ,1
4302,右侧膈下              ,1
4303,地中海贫血待排           ,1
4304,原发性体液免疫缺陷病        ,1
4305,背部皮肤黑色素沉着         ,1
4306,先天性巨结肠术后          ,1
4307,幽门螺杆菌感染           ,1
4308,下肢瘀斑原因            ,1
4309,腹部膨隆原因            ,1
4310,口腔出血原因            ,1
4311,汗疹                ,1
4312,T间期延长             ,1
4313,薛彦                ,1
4314,青春期迟缓             ,1
4315,膈窝囊肿              ,1
4316,下腔静脉窦型            ,1
4317,精神症状              ,1
4318,右侧高位隐睾            ,1
4319,黄色瘤               ,1
4320,枕后结节              ,1
4321,尿道下裂术后尿瘘          ,1
4322,支气管炎要求开药          ,1
4323,双下肢生理性弯曲          ,1
4324,上呼吸道感染胃肠型         ,1
4325,皮肤皮赘              ,1
4326,生长激素部分缺乏症         ,1
4327,肺心病               ,1
4328,体质性青春期发育迟         ,1
4329,吐词不清原因            ,1
4330,DLBL              ,1
4331,冠脉增宽              ,1
4332,颞部包块              ,1
4333,先天性再障骨髓移植后        ,1
4334,右侧颌下炎症            ,1
4335,失眠                ,1
4336,干呕原因              ,1
4337,FSGS              ,1
4338,右上肢活动障碍           ,1
4339,溶血性贫血复诊           ,1
4340,点下班               ,1
4341,反复咳嗽              ,1
4342,尿路结石              ,1
4343,左小趾尖血管瘤           ,1
4344,糖耐量异常             ,1
4345,前囟早闭              ,1
4346,经医生同意             ,1
4347,双侧睾丸回缩            ,1
4348,皮下血肿              ,1
4349,血象高               ,1
4350,TSH降低             ,1
4351,甲功结果咨询            ,1
4352,包皮水肿              ,1
4353,胎儿心脏主动脉弓离断        ,1
4354,心脏左室长大            ,1
4355,新生儿ABO溶血症         ,1
4356,牛奶高度不耐受           ,1
4357,体重不增              ,1
4358,孕酮升高              ,1
4359,枕后疼痛              ,1
4360,体检咨询              ,1
4361,HP感染相关性胃十二指肠炎     ,1
4362,右上臂包块             ,1
4363,双侧膝关节积液           ,1
4364,外阴摩擦综合征           ,1
4365,蜂窝织炎              ,1
4366,三系低               ,1
4367,家属要求开药            ,1
4368,霉菌性口腔炎            ,1
4369,胎儿心脏左心发育不良综合征     ,1
4370,说话吃力              ,1
4371,阴茎                ,1
4372,口鼻异味              ,1
4373,胎儿部分肠管扩张          ,1
4374,孤立肾               ,1
4375,左侧肢体偏小原因          ,1
4376,卡介苗接种             ,1
4377,阴囊水肿              ,1
4378,PPD结果咨询           ,1
4379,交叉性面神经偏瘫          ,1
4380,室间隔多处缺损           ,1
4381,中度偏心反流            ,1
4382,胎儿心脏左冠状动脉         ,1
4383,右耳后囊肿             ,1
4384,会阴型尿道下裂           ,1
4385,血沉升高              ,1
4386,血象                ,1
4387,疱疹性病毒感染           ,1
4388,左心室长大             ,1
4389,凝血因子IX            ,1
